"USER_CODE";"USER_NAME";"REG_NO";"START_DATE";"END_DATE";"ADDRESS";"WEARH_ADDRESS";"SALES_PLACE";"LICENCE_TYPE";"DRINKS";"SALE_DAYS";"SALES_START";"SALES_END";"SALE_DAYS_ADDITIONAL";"SALE_START_ADDITIONAL";"SALE_END_ADDITIONAL";"X_KOORD";"Y_KOORD";"WGS_ILGUMA";"WGS_PLATUMA";"STREET_ID";"HOUSE_NR";"SENIUN_NR"
"124414854";"A. Černiavskio";"134K00";"2001-03-28";;"Žirmūnų g. prie namo Nr. 4, III gr.";"";"Kioskas Nr. 1";"mažmeninė prekyba alumi ir natūralios fermentacijos sidru kurortinio, poilsio ir turizmo sezonų metu < 8,5 proc";"";"";"";"";"";"";"";;;;;;;
"2282135";"R. Zakarienės";"139K00";"2001-03-31";;"Architektų g. prie namo Nr. 13 (prie pard. Riešutas)";"";"Kioskas Nr. 3";"mažmeninė prekyba alumi ir natūralios fermentacijos sidru kurortinio, poilsio ir turizmo sezonų metu < 8,5 proc";"";"";"";"";"";"";"";;;;;;;
"2465299";"Irensa";"145K00";"2001-04-02";;"Ukmergės g. prie st. Takas";"";"Kioskas Nr. 39";"mažmeninė prekyba alumi ir natūralios fermentacijos sidru kurortinio, poilsio ir turizmo sezonų metu < 8,5 proc";"";"";"";"";"";"";"";;;;;;;
"110193723";"Palink";"105P00";"2001-03-27";;"Kovo 11-osios g. 30, Grigiškės";"Lentvario g. 33, Vilnius  Vaišvilčių ll kaimas, Panevėžio r.";"Parduotuvė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6059979";"570334";"25.090420";"54.671350";"528";"30";"21"
"121717173";"Ačiū";"108P00";"2001-03-28";;"Taikos g. 16-43";"";"Parduotuvė";"mažmeninė prekyba alkoholiniais gėrimais";"";"I-VII";"00:00";"24:00:00";"";"";"";"6065490";"579126";"25.228180";"54.719550";"536";"16";"8"
"2365286";"Šeimos ratas";"109P00";"2001-04-01";;"Olandų g. 54a";"";"Parduotuvė Indrė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6061676";"584726";"25.313970";"54.684380";"374";"54";"15"
"2200851";"Stėvalda";"110P00";"2001-04-01";;"Ūmėdžių g. 12a";"";"Parduotuvė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6056748";"578024";"25.208750";"54.641200";"568";"12";"18"
"2426827";"Lantora";"164V00";"2001-03-20";;"Pergalės g. 4/13";"";"Kavinė-picerija ''Nora";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6062691";"590966";"25.411030";"54.692410";"411";"4";"14"
"111717940";"Vanlifa";"171V00";"2001-03-27";;"Naugarduko g. 15/28-38";"";"Restoranas ''Pelikanas";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6060663";"582036";"25.271980";"54.675730";"364";"15";"17"
"2552802";"J. Durkinos Jefika";"173V00";"2001-03-28";;"Pramonės g. 15";"";"Kavinė ''Jefika";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6062748";"591008";"25.411700";"54.692920";"430";"15";"14"
