"USER_CODE";"USER_NAME";"REG_NO";"START_DATE";"END_DATE";"ADDRESS";"WEARH_ADDRESS";"SALES_PLACE";"LICENCE_TYPE";"DRINKS";"SALE_DAYS";"SALES_START";"SALES_END";"SALE_DAYS_ADDITIONAL";"SALE_START_ADDITIONAL";"SALE_END_ADDITIONAL";"X_KOORD";"Y_KOORD";"WGS_ILGUMA";"WGS_PLATUMA";"STREET_ID";"HOUSE_NR";"SENIUN_NR"
"124355555";"Sauluvos maistas";"004V00";"1999-01-15";;"Pilies g. 11";"";"Kavinė Žaltvykslė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6061568";"583136";"25.289290";"54.683680";"418";"11";"16"
"2465671";"Laukiniai vakarai";"020V00";"1999-02-06";;"Antakalnio g. 66";"";"Kavinė-picerija Laukiniai vakarai";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6064344";"584591";"25.312650";"54.708370";"23";"66";"13"
"2427804";"Aruca";"038V00";"1999-03-09";;"Sirvydo g. 6";"";"Kavinė Trečias brolis";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";;;;;;;
"158983613";"Bačkonys";"040V00";"1999-03-17";;"Konarskio g. 49";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";;;;;;;
"122639457";"Restoranų grupė Fortas";"041V00";"1999-03-20";;"Sausio 13-osios g. 2";"";"Kavinė-parduotuvė Maxima";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6062506";"578702";"25.220800";"54.692820";"736";"2";"10"
"2161212";"V. Vedrickienės Tautvydė";"007K00";"1998-03-10";;"Naujininkų troleibusų žiede, Dariaus ir Girėnog.";"";"Kioskas";"mažmeninė prekyba alumi ir natūralios fermentacijos sidru kurortinio, poilsio ir turizmo sezonų metu < 8,5 proc";"";"I-VII";"00:00";"24:00:00";"";"";"";;;;;;;
"2159273";"Žanos Rynkevič";"065V00";"1998-04-01";;"Lentvario g. 14";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6057057";"573895";"25.144870";"54.644590";"284";"14";"20"
"2367896";"R. Kacėnienės";"022K00";"1998-04-21";;"Savanorių pr. 191";"";"Kioskas";"mažmeninė prekyba alumi ir natūralios fermentacijos sidru kurortinio, poilsio ir turizmo sezonų metu < 8,5 proc";"";"";"";"";"";"";"";"6057219";"577888";"25.206770";"54.645450";"487";"191";"18"
"120916941";"Lauvita";"042V00";"1998-03-23";;"A. Goštauto g. 12a";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6062650";"581563";"25.265210";"54.693650";"154";"12";"17"
"2253049";"I. Šliukovo";"024K00";"1998-04-28";;"Liepkalnio g. 1, Vilnius";"Paviljonas Nr. 3 prie namo Erfurto g. 21, Kioskas Nr. 47 prie Policijos nuovados Buivydiškių g.";"Paviljonas";"mažmeninė prekyba alumi ir natūralios fermentacijos sidru kurortinio, poilsio ir turizmo sezonų metu < 8,5 proc";"";"";"";"";"";"";"";"6060143";"583343";"25.292090";"54.670840";"286";"1";"15"
"2127389";"S. Jaruševičiaus Keisti ženklai";"006V00";"1998-02-01";;"Trakų g. 13-3";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6061176";"582636";"25.281430";"54.680240";"550";"13";"16"
"123680841";"G. Proskurinos";"021K00";"1998-04-17";;"Prie Dūkštų sustojimo";"";"Kioskas";"mažmeninė prekyba alumi ir natūralios fermentacijos sidru kurortinio, poilsio ir turizmo sezonų metu < 8,5 proc";"";"";"";"";"";"";"";;;;;;;
"122836248";"Romano Sudnikovič";"023K00";"1998-04-28";;"Medeinos g. 8, Vilnius";"Žirmūnų g. 106, Vilnius";"Paviljonas";"mažmeninė prekyba alumi ir natūralios fermentacijos sidru kurortinio, poilsio ir turizmo sezonų metu < 8,5 proc";"";"";"";"";"";"";"";"6066632";"579024";"25.226910";"54.729830";"330";"8";"7"
"1062283";"Lietuvos-Kinijos Mondlo";"015V00";"1998-02-01";;"Mindaugo g. 20-28";"";"Kavinė Rytai";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6060714";"582223";"25.274900";"54.676160";"343";"20";"17"
"123809492";"Sportas LTU";"026V00";"1998-03-01";;"Traidenio g. 39";"";"Restoranas Traidenis";"mažmeninė prekyba alkoholiniais gėrimais";"";"I-VII";"00:00";"24:00:00";"";"";"";"6062294";"580410";"25.247230";"54.690640";"185";"39";"6"
"110778328";"Norfos mažmena";"008P00";"1998-02-24";;"Kalvarijų g. 151, Vilnius";"Kalvarijų g. 151, Vilnius, Pramonės g. 19, Kėdainiai";"Parduotuvė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6065726";"582980";"25.288060";"54.721050";"216";"151";"2"
"2391684";"Trys kvortos";"028V00";"1998-03-01";;"Pylimo g. 2/6";"";"Alaus baras Kvorta";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6061630";"582365";"25.277360";"54.684360";"439";"2";"16"
"122639457";"Restoranų grupė Fortas";"038V00";"1998-04-01";;"Algirdo g. 17";"";"Kavinė - picerija Fortas";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6061000";"581922";"25.270310";"54.678770";"17";"17";"17"
"124258017";"Gatvelė";"043V00";"1998-03-24";;"Žydų g. 4a";"";"Restoranas Markus ir Ko";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6061161";"582887";"25.285320";"54.680060";"703";"4";"16"
"111580776";"RCD Room Concept Design";"044V00";"1998-04-01";;"Maironio g. 13";"";"Restoranas Steakhouse Hasienda";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6061326";"583312";"25.291950";"54.681470";"322";"13";"16"
"1074871";"Sintinli";"073V00";"1998-04-09";;"Architektų g. 15";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6060463";"578327";"25.214440";"54.674520";"27";"15";"11"
"2398363";"S. Vaitiekienės";"080V00";"1998-05-01";;"Naugarduko g. 30a-5";"Naugarduko g. 30a-5";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6060590";"581982";"25.271130";"54.675080";"364";"30";"17"
"2265197";"Pylimėlis";"082V00";"1998-04-29";;"Pylimo g. 49";"";"Kavinė Pylimėlis";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6060572";"582826";"25.284200";"54.674780";"439";"49";"16"
"110020365";"Ida Basar";"060V00";"1999-04-30";;"Subačiaus g. 1";"";"Kavinė Svečių namuose";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6060765";"583122";"25.288850";"54.676470";"522";"1";"16"
"2302097";"Gramutė";"093V00";"1998-05-04";;"Pylimo g. 45/2";"";"Užeiga Gramutė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6060639";"582761";"25.283210";"54.675390";"439";"45";"16"
"2073669";"Misa";"097V00";"1998-05-08";;"Čiurlionio g. 106";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";;;;;;;
"2073669";"Misa";"098V00";"1998-05-08";;"Čiurlionio g. 98";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";;;;;;;
"123135645";"A. Bliūdžiaus Klimenė";"110V00";"1998-06-01";;"Totorių g. 18-3";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6061675";"582686";"25.282350";"54.684710";"549";"18";"16"
"2265087";"Justiniškės";"123V00";"1998-06-01";;"Justiniškių g. 91";"";"Alaus baras";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6065268";"578767";"25.222550";"54.717620";"203";"91";"8"
"123576262";"Nelema";"026P00";"1998-05-01";;"Taikos g. 56";"";"Parduotuvė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6065566";"578570";"25.219580";"54.720320";"536";"56";"8"
"120203710";"Stikliai";"069V00";"1999-05-14";;"Šv. Ignoto g. 4/3";"";"Restoranas Stiklių bočiai";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6061466";"582628";"25.281390";"54.682840";"671";"4";"16"
"110778328";"Norfos mažmena";"068P00";"1999-06-01";;"L. Asanavičiūtės g. 29";"Pramonės g. 6, Šiauliai";"Parduotuvė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";;;;;;;
"2409908";"Malaga";"082V00";"1999-06-01";;"Laisvės pr. 60 (I aukšte)";"";"Baras";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6063381";"578755";"25.221860";"54.700670";"272";"60";"9"
"2468336";"P. Sližo";"034K00";"1999-05-28";;"Molėtų pl.35";"";"Kioskas";"mažmeninė prekyba alumi ir natūralios fermentacijos sidru kurortinio, poilsio ir turizmo sezonų metu < 8,5 proc";"";"";"";"";"";"";"";;;;;;;
"2394459";"Jelingas";"130v00";"1998-06-03";;"Saltoniškių g. 44";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6063080";"581164";"25.259140";"54.697580";"480";"44";"6"
"111501145";"EAT ir viešbutis Šarūnas";"131V00";"1998-06-05";;"Raitininkų g. 4";"";"Restoranas";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6062746";"583455";"25.294570";"54.694210";"445";"4";"2"
"110658510";"Vandens malūnas";"095V00";"1999-06-09";;"Verkių g. 100";"";"Restoranas Vandens malūnas";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6068473";"583110";"25.290860";"54.745710";"607";"100";"1"
"2235563";"Svetingumas";"007V00";"1997-07-01";;"Panerių g. 41";"";"Užkandinė Ekspresas";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6059907";"581703";"25.266610";"54.668990";"393";"41";"17"
"2235563";"Svetingumas";"008V00";"1997-07-01";;"Basanavičiaus g. 14/12";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";;;;;;;
"2363211";"Malonus vakaras";"009V00";"1997-07-01";;"Ateities g. 21";"";"Baras";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";;;;;;;
"2408639";"Medžiotojų restoranas";"011V00";"1997-07-01";;"Jeruzalės g. 16";"";"Medžiotojų restoranas";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6068239";"582223";"25.277020";"54.743750";"1583";"16";"1"
"2196436";"Notanga";"014V00";"1997-07-01";;"Manto g. 3";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";;;;;;;
"2196436";"Notanga";"015V00";"1997-07-01";;"Manto g.3";"";"Alaus baras";"mažmeninė prekyba alkoholiniais gėrimais";"";"I-VII";"00:00";"24:00:00";"";"";"";;;;;;;
"2263983";"Aterna";"022V00";"1997-07-01";;"Verkių g. 7, 19 korp.";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";;;;;;;
"121474216";"Lazdynų žibutė";"023V00";"1997-07-01";;"Šiltnamių g. 38A";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";;;;;;;
"223410850";"Panerio verslas";"025V00";"1997-07-01";;"Savanorių pr. 51";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6060137";"580156";"25.242700";"54.671310";"487";"51";"18"
"2089626";"Lavarija";"032v00";"1997-07-01";;"Sapiegos g. 3";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";;;;;;;
"122534214";"R. Strolienės";"016P00";"1997-07-01";;"Zarasų 24/1";"";"Parduotuvė";"mažmeninė prekyba alumi ir natūralios fermentacijos sidru < 8,5 proc.";"";"";"";"";"";"";"";;;;;;;
"121698730";"Septa";"028P00";"1997-07-01";;"Vaduvos 7";"";"parduotuvė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";;;;;;;
"223410850";"Panerio verslas";"030P00";"1997-07-01";;"Savanorių pr. 51";"";"Parduotuvė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6060137";"580156";"25.242700";"54.671310";"487";"51";"18"
"2266098";"Andrionika";"034P00";"1997-07-01";;"Dariaus ir Girėno 67";"";"parduotuvė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";;;;;;;
"222751560";"Sostika";"035V00";"1997-07-01";;"Kojelavičiaus g. 180/1";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";;;;;;;
"2302097";"Gramutė";"040P00";"1997-07-01";;"Šv. Stepono 4";"";"parduotuvė Gramutė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";;;;;;;
"120639490";"Helena";"039V00";"1997-07-01";;"V. Žilėno g. 33";"";"Baras";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6064437";"591396";"25.418250";"54.708020";"709";"33";"14"
"2281359";"A. Alvinos “Chanterelle";"047V00";"1997-07-01";;"Jogailos g. 5-3";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6061861";"582429";"25.278410";"54.686430";"196";"5";"17"
"2173614";"Vilniaus arkivyskupijos Ekonomo tarnyba";"053V00";"1997-07-01";;"Aušros Vartų g. 12";"Aušros Vartų g. 12";"Kavinė, papildomi mini barai, įrengti viešbučio kambariuose (Nr. 201-211, 301-312, 401-416).";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6060631";"583160";"25.289400";"54.675260";"40";"12";"16"
"123498415";"Laržena";"047P00";"1997-07-01";;"Neužmirštuolių 14";"";"parduotuvė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";;;;;;;
"2350454";"Povita";"050P00";"1997-07-01";;"Polocko 42";"";"parduotuvė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";;;;;;;
"111580776";"RCD Room Concept Design";"061V00";"1997-07-01";;"L. Stuokos-Gucevičiaus g. 3";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6061700";"582848";"25.284860";"54.684910";"269";"3";"16"
"2257389";"Delikata";"067P00";"1997-07-01";;"Žirmūnų  48a";"";"parduotuvė";"mažmeninė prekyba alkoholiniais gėrimais";"";"I-VII";"00:00";"24:00:00";"";"";"";;;;;;;
"2191305";"Raudvita";"092P00";"1997-07-01";;"Savanorių 68";"";"parduotuvė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";;;;;;;
"186220482";"Žarijos";"088V00";"1997-07-01";;"Žarijų g. 2A, Vilnius";"Žarijų g. 2A, Vilnius";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6055749";"573555";"25.139280";"54.632890";"794";"2";"20"
"121536397";"Dionizas";"095V00";"1997-07-01";;"Šv. Mykolo g. 6-16";"";"Kavinė Gabi";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6061496";"583202";"25.290290";"54.683020";"1582";"6";"16"
"120080713";"Lietuvos parodų centras Litexpo";"096V00";"1997-07-01";;"Laisvės pr. 5";"";"Baras Litexpo";"mažmeninė prekyba alkoholiniais gėrimais";"";"I-VII";"00:00";"24:00:00";"";"";"";"6060917";"578909";"25.223580";"54.678510";"272";"5";"11"
"2142525";"Gardunytė";"098V00";"1997-07-01";;"Žygio g. 2d";"";"Užkandinė Gardunytė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6063958";"583221";"25.291290";"54.705130";"705";"2";"2"
"124078147";"Teomas";"104V00";"1997-07-01";;"Lukiškių g. 5";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"I-VII";"00:00";"24:00:00";"";"";"";"6062560";"581745";"25.268000";"54.692820";"302";"5";"17"
"122475787";"Užupio kavinė";"105V00";"1997-07-01";;"Užupio g. 2";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6061222";"583372";"25.292850";"54.680530";"575";"2";"16"
"2273464";"Už tave";"109V00";"1997-07-01";;"Smetonos g. 2";"";"Kavinė Už tave";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";;;;;;;
"2291686";"Stavlada";"117P00";"1997-07-01";;"L. Asanavičiūtės 16";"";"parduotuvė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";;;;;;;
"2265087";"Justiniškės";"113V00";"1997-07-01";;"Justiniškių g. 91";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6065268";"578767";"25.222550";"54.717620";"203";"91";"8"
"2003031";"Lietuvos Rytas";"114V00";"1997-07-01";;"Gedimino pr. 12a";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6061829";"582578";"25.280710";"54.686110";"135";"12";"16"
"2290068";"Arbra";"121P00";"1997-07-01";;"Savanorių 253";"";"parduotuvė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";;;;;;;
"2252482";"Linlita";"122P00";"1997-07-01";;"Kojelavičiaus g. 308";"";"parduotuvė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";;;;;;;
"2362966";"Mija prekyba";"125P00";"1997-07-01";;"Vydūno 27";"";"parduotuvė Pilaitė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";;;;;;;
"2050521";"Lietuvos radijo ir televizijos centras";"119V00";"1997-07-01";;"Sausio 13-osios g. 10";"";"Kavinė Paukščių takas";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6062009";"578345";"25.215130";"54.688410";"736";"10";"10"
"120337848";"Karolinos turas";"144V00";"1997-07-01";;"Sausio 13-osios g. 2";"";"Viešbučio restoranas";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6062506";"578702";"25.220800";"54.692820";"736";"2";"10"
"2252129";"Tobira";"151V00";"1997-07-01";;"Šv. Mykolo g. 4";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6061504";"583182";"25.289990";"54.683100";"1582";"4";"16"
"120203710";"Stikliai";"155V00";"1997-07-01";;"Gedimino pr. 31";"";"Restoranas Dolce Vita";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6062074";"582090";"25.273220";"54.688390";"135";"31";"17"
"120203710";"Stikliai";"157V00";"1997-07-01";;"Stiklių g. 18";"";"Restoranas Geltonoji upė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6061243";"582888";"25.285350";"54.680800";"517";"18";"16"
"120360850";"Geležinis vilkas";"166V00";"1997-07-01";;"Lukiškių g. 3";"";"Restorano Geležinis vilkas baras";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6062554";"581786";"25.268640";"54.692760";"302";"3";"17"
"120360850";"Geležinis vilkas";"167V00";"1997-07-01";;"Lukiškių g. 3";"";"Naktinio klubo baras";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6062554";"581786";"25.268640";"54.692760";"302";"3";"17"
"121525187";"Senasis lokys";"174V00";"1997-07-01";;"Stiklių g. 8/10";"";"Restoranas Senasis lokys";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6061144";"582958";"25.286410";"54.679900";"517";"8";"16"
"110365450";"Bennet distributors";"148P00";"1997-07-18";;"Metalo g. 2b -103";"Metalo g. 2b-19";"parduotuvė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6057112";"581847";"25.268060";"54.643860";"771";"2";"19"
"123579034";"Budruva";"160P00";"1997-08-26";;"Antakalnio 61";"";"parduotuvė Ryga";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";;;;;;;
"121916549";"Lydeksa";"276V00";"1997-07-01";;"Ukmergės g. 221";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6064926";"580498";"25.249320";"54.714270";"567";"221";"5"
"1148691";"Grožio terapijos ir chirurgijos klinika";"192V00";"1997-07-01";;"Ch. Sugiharos g. 3";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";;;;;;;
"110165898";"Fragrances International";"184P00";"1997-11-01";;"Rodūnios kelias 2";"";"parduotuvė Duty Free";"mažmenine prekyba alkoholiniais gėrimais neapmuitinamose parduotuvėse";"";"";"";"";"";"";"";;;;;;;
"123873744";"Ediga ir KO";"053K00";"1997-07-01";;"Antakalnio g. (šalia namo 78), Vilnius";"Antakalnio g. 78, Žirmūnų g. 67, Antakalnio g. 49, Žirmūnų g. 106, Žalgirio g. 88";"Paviljonas Nr. 48";"mažmeninė prekyba alumi ir natūralios fermentacijos sidru kurortinio, poilsio ir turizmo sezonų metu < 8,5 proc";"";"";"";"";"";"";"";;;;;;;
"123873744";"Ediga ir KO";"055K00";"1997-07-01";;"Naugarduko ir Vytenio gatvių sankirta, Vilnius";"Paviljonai: Naugarduko ir Vytenio g. sankirta, Nr. 54 Antakalnio g. šalia namo 49  Antakalnio g. 78, Žirmūnų g. 67, Žirmūnų g. 106, Žalgirio g. 88, Vilnius";"Paviljonas";"mažmeninė prekyba alumi ir natūralios fermentacijos sidru kurortinio, poilsio ir turizmo sezonų metu < 8,5 proc";"";"";"";"";"";"";"";;;;;;;
"121839227";"J. Babenko Forsita";"196V00";"1997-07-01";;"Gariūnuose";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";;;;;;;
"123579034";"Budruva";"200V00";"1997-07-01";;"Verkių g. 1";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6063813";"582810";"25.284870";"54.703900";"607";"1";"2"
"2191305";"Raudvita";"201V00";"1997-07-01";;"Savanorių pr. 68";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6060016";"580081";"25.241500";"54.670230";"487";"68";"18"
"2288406";"S. Puzono Semla";"060P00";"1998-07-28";;"Vytauto g. 30 - 3";"";"parduotuvė Gėrimai:";"mažmeninė prekyba alkoholiniais gėrimais";"";"I-VII";"00:00";"24:00:00";"";"";"";"6062494";"580974";"25.256030";"54.692350";"631";"30";"6"
"122112330";"V. Šocik";"208V00";"1997-07-01";;"Pelesos g. 1/2";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6059520";"582162";"25.273620";"54.665440";"408";"1";"19"
"2373716";"Temina";"076P00";"1998-10-12";;"Rodūnios kelias 24";"";"parduotuvė";"mažmeninė prekyba alumi ir natūralios fermentacijos sidru < 8,5 proc.";"";"";"";"";"";"";"";;;;;;;
"2353946";"Slista";"226V00";"1997-07-01";;"Paplaujos g. 7";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";;;;;;;
"2278671";"Ivaldo Štaro";"049P00";"1998-07-01";;"Pamėnkalnio g. 1/13";"";"parduotuvė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6061685";"582336";"25.276920";"54.684860";"392";"1";"17"
"120203710";"Stikliai";"234V00";"1997-07-01";;"Gaono g. 7, Vilnius";"Gaono g. 7, Vilnius";"Restoranas Stikliai, mini barai, įrengti viešbučio kambariuose Nr. 213-217, 314-319, 413-416.";"mažmeninė prekyba alkoholiniais gėrimais";"";"I-VII";"00:00";"24:00:00";"";"";"";"6061206";"582930";"25.286000";"54.680460";"130";"7";"16"
"123042333";"Vikšris";"243V00";"1997-07-01";;"Tuskulėnų g. 35";"";"Kavinė Marceliukės klėtis";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6063681";"583226";"25.291290";"54.702640";"562";"35";"2"
"121623674";"ŽAR";"024K00";"1997-07-01";;"A. P. Kavoliuko g. prieš degalinę, Vilnius Prieš degalinę";"A. P. Kavoliuko g. prieš degalinę, Vilnius";"Paviljonas";"mažmeninė prekyba alumi ir natūralios fermentacijos sidru kurortinio, poilsio ir turizmo sezonų metu < 8,5 proc";"";"";"";"";"";"";"";;;;;;;
"110488378";"Adelita";"259V00";"1997-07-01";;"Rodūnios kelias 2";"Rodūnios kelias 8, Rodūnios kelias 2";"Kavinė terminale";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";;;;;;;
"2389032";"S. Bakano";"025K00";"1997-07-01";;"Architektų g. 34";"Architektų g. 34";"Kioskas";"mažmeninė prekyba alumi ir natūralios fermentacijos sidru kurortinio, poilsio ir turizmo sezonų metu < 8,5 proc";"";"";"";"";"";"";"";"6060362";"578399";"25.215520";"54.673600";"27";"34";"11"
"2167631";"Magrieta";"270V00";"1997-07-01";;"Jeruzalės g. 25";"";"Kavinė";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6068351";"582359";"25.279160";"54.744730";"1583";"25";"1"
"123873744";"Ediga ir KO";"056K00";"1997-07-01";;"Žirmūnų g. 67, Vilnius";"Žirmūnų g. 67, paviljonas 54 Antakalnio g.šalia namo 49, paviljonas Antakalnio 78, paviljonas Žirmūnų 106, Žalgirio 88, Vilnius";"Paviljonas";"mažmeninė prekyba alumi ir natūralios fermentacijos sidru kurortinio, poilsio ir turizmo sezonų metu < 8,5 proc";"";"";"";"";"";"";"";"6065231";"584205";"25.306920";"54.716400";"694";"67";"2"
"123873744";"Ediga ir KO";"057K00";"1997-07-01";;"Žirmūnų g. 89A";"Žirmūnų g. 89A (kioske), Žalgirio g. 88";"Kioskas";"mažmeninė prekyba alumi ir natūralios fermentacijos sidru kurortinio, poilsio ir turizmo sezonų metu < 8,5 proc";"";"";"";"";"";"";"";"6065567";"583995";"25.303760";"54.719460";"694";"89";"2"
"123873744";"Ediga ir KO";"058K00";"1997-07-01";;"Žirmūnų g. 106, Vilnius";"Žirmūnų g. 106, Antakalnio g. šalia namo 49, Antakalnio g. 78, Žirmūnų g. 67, Žalgirio g. 88, Vilnius";"Paviljonas";"mažmeninė prekyba alumi ir natūralios fermentacijos sidru kurortinio, poilsio ir turizmo sezonų metu < 8,5 proc";"";"";"";"";"";"";"";"6066256";"583712";"25.299570";"54.725690";"694";"106";"2"
"2317919";"L. Bradausko";"132V00";"1999-07-01";;"Naugarduko g. 59";"";"Kavinė-baras";"mažmeninė prekyba alkoholiniais gėrimais";"";"";"";"";"";"";"";"6059987";"581131";"25.257770";"54.669800";"364";"59";"18"
"124933895";"Urasanta";"042K00";"1999-07-01";;"Santariškių g., prie Onkologijos centro";"Santariškių g., prie Onkologijos centro";"Kioskas";"mažmeninė prekyba alumi ir natūralios fermentacijos sidru kurortinio, poilsio ir turizmo sezonų metu < 8,5 proc";"";"";"";"";"";"";"";;;;;;;
